Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,"By clicking ""Yes"" you are indicating that you consent to participate in this study and that your responses may be put in an anonymous form and kept for further use after the completion of the study. Please print a copy of this consent form for your own records.Do you consent to having your responses included in this research project?",What is your age?,What is your gender?,Are you a member of an ethnic minority?,Is English your first spoken language?,,What is your employment status?,,,,Which of the following apply to you? Select all that apply.,,,,,,,,,Do you consider yourself to have a disability?,"If you answered YES to the previous question, and you are comfortable doing so, please indicate the nature of your disability.",,,,,,,,,At which TWU campus are you teaching this semester (Spring 2018)?,,In which subject area(s) do you usually teach? (Select any that apply),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What kind of teaching do you do? Select any that apply.,,,,,,,For how many years have you been teaching?,Which of the following activities have you done in relation to your teaching or research in the past year? Select all that apply.,,,,,,,,,,,,,How important are the following features of textbooks?,,,,,,,What are other features of textbooks that you like?,What are features of textbooks that you dislike?,"How much money should students in your classes expect to spend on new required textbooks, lab manuals and online study materials this term?",,,,,Are you aware of the BCcampus offers free textbooks through the Open Textbook Repository?See open.bccampus.ca,"If you are aware of the BCcampus Open Textbooks, how did you become aware of them?",Are you aware that the BCcampus Open Textbooks are available through the TWU Library?,Have you used BCcampus Open Textbooks as required materials in one or more of your courses?,"If you have not used a BCcampus open textbook, which of the following reasons contributed to this decision. Select all that apply.",,,,,,,"In what ways, if any, have you used or created Open Educational Resources (OER)?",,,,,,,,,,"Which, if any, of the following types of open educational resources have you used for teaching?",,,,,,,,,,,,,,,,,For which of the following purposes have you used open educational resources in the context of your teaching?Select all that apply.,,,,,,,,,,,,,,,,,,,"Which challenges, if any, do you most often face in using open educational resources?",,,,,,,,,,,,,,,,,,"Based on your experiences as a teacher, how would you rate the quality of OER or open textbooks when compared with traditional, proprietary materials? If you have not used OER, please make a prediction on the quality.","To what extent do you agree with the following statements about the impact on your teaching practice of your using open educational resources? If you have not used OER, please make a prediction on the effects of using OER.",,,,,,,,,,,"Based on your experience as a teacher, to what extent do you agree with the following statements? If you have not used OER, please make a prediction.",,,,,,,,,,,,
110000967047,270042610,05/02/2018 10:23:52 AM,05/02/2018 10:26:00 AM,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000966959,270042610,05/02/2018 10:15:01 AM,05/02/2018 10:15:16 AM,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000965191,270042610,05/02/2018 06:31:44 AM,05/02/2018 06:41:07 AM,,,,,,Yes,55 to 64,Female,No,Yes,,,,"Part-time, Sessional, or Adjunct Faculty",,Teaching Faculty,,,,,,,,,No,,,,,,,,,,Langley,,,,,,,,,,,,,,,,,,,Linguistics,,,,,,,,,,,,,,,,,Part-time face-to-face teaching,,,,,,4 to 6 years,,,,,,,,,,,,,None of these,Very important,Very important,Very important,Of average importance,Of average importance,Very important,Of average importance,relevance to the topic,access,$70,,,,,Yes,received advertisements,No,No,No textbook available for my discipline/course,,,,,,,I have not used or created open educational resources.,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,To prepare for my teaching,To get new ideas and inspiration,,,,,,,,,,,,,,,,,,,Knowing where to find resources,Finding suitable resources in my subject area,,,,,,,,,,,,,,,Comparable,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
110000964378,270042610,05/02/2018 12:40:54 AM,05/02/2018 12:55:46 AM,,,,,,Yes,35 to 44,Male,,Yes,,"Full-time, Tenured Faculty",,,,Teaching Faculty,Researcher,,,,,,,,No,,,,,,,,,,,,,,,,Chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full-time face-to-face teaching,,,,,,,More than 20 years,,,Presented your work at research events (e.g conferences),Presented your work at staff development events,,,Deposited a resource into an open repository,Shared resources in response to requests via mailing lists or email,,Published research or teaching presentations publicly online,"Linked online content when writing reports, papers, etc.",Published a paper in an academic journal,,Very important,Absolutely essential,Of average importance,Very important,Very important,Of little importance,Very important,Can functional for over 48hours without charging,Cost,$250,$300,,,,Yes,students,No,No,,,"Lack of additional instructor resources (such as image gallery, test bank, or instructor manual)",,Lack of time to transition to new textbook,,,I have not used or created open educational resources.,,,,,,,,,,,,,,Videos,,Images,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,It is only a prediction since I have not used the materials.,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,
110000963523,270042610,05/01/2018 05:32:02 PM,05/01/2018 05:38:03 PM,,,,,,Yes,25 to 34,Female,No,Yes,,,,"Part-time, Sessional, or Adjunct Faculty",,Teaching Faculty,,,,,,,,,No,,,,,,,,,,Langley,,,,,,,,,,,,,,,,,,,,Literature,,,Music,,,,,,,,,,,,Full-time face-to-face teaching,,,,,,,1 to 3 years,,,Presented your work at research events (e.g conferences),,,,,,,,"Linked online content when writing reports, papers, etc.",,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Feeling the hard copy in my hands and preserving my eye sight.,Heavy; hard to share/keep/edit,$25,$25,,,,No,,No,No,,,,,,No awareness of Open Textbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000963155,270042610,05/01/2018 03:30:11 PM,05/01/2018 03:43:53 PM,,,,,,Yes,55 to 64,Male,No,Yes,,,Full-time Tenure-track Faculty,,,,,,,,,,,Stream Director - specific disciplines,No,,,,,,,,,,Langley,,,,,,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,,,,,Full-time blended (face-to-face and distance/online) teaching,,,More than 20 years,,,,Presented your work at staff development events,Published podcasts or other audio/video online,,,,Published books or study guides with a commercial publisher,,,,,Absolutely essential,Absolutely essential,Absolutely essential,Absolutely essential,Absolutely essential,Absolutely essential,Absolutely essential,Well divided sections and chapters to address specific foci in research and practical applications,run on pages without paragraph breakes or poorly indexed,180,180,120,150,95,Yes,a blog in online orientation,No,No,,,,,Lack of time to transition to new textbook,,,,,,I have created OER for study or teaching.,,,,,,,,Open textbooks,,,,,,,,,,,,,,,,,To prepare for my teaching,,,,,,To provide e-learning materials to online learners,,To broaden the range of my teaching methods,To broaden the range of resources available to my learners,,,To stay up-to-date in a subject or topic area,,,,,,,,,,,,,,,"Not knowing whether I have permission to use, change or modify resources",Not having enough time to look for suitable resources,,,,,,,,Comparable,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,My experience lies in creating an open source course and the learning acquired in that process.,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,The answers relate to experience developing an OER course and anticipated benefit over real benefit.
110000962981,270042610,05/01/2018 02:52:27 PM,05/01/2018 03:00:58 PM,,,,,,Yes,45 to 54,Female,No,Yes,,,,"Part-time, Sessional, or Adjunct Faculty",,Teaching Faculty,,,,,,,,,No,,,,,,,,,,Langley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theatre,,,,,Part-time face-to-face teaching,,,,,,4 to 6 years,Used Twitter or other social networking to share information about your teaching or research,,,,,Used social bookmarking or similar to share links,,,,,,,,Absolutely essential,Very important,Of average importance,Of little importance,Of average importance,Of little importance,Very important,when they link to other resources,"cost, size, weight",$100,$100,,,,Yes,Social Media,Yes,No,,,,,Lack of time to transition to new textbook,,,I have not used or created open educational resources.,,,,,,,,,,,,,,Videos,,Images,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,Comparable,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I am just estimating as I have not used OER but it is something I am interested in looking into. ,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,
110000962859,270042610,05/01/2018 02:27:09 PM,05/01/2018 02:28:37 PM,,,,,,Yes,25 to 34,Female,No,Yes,,,,,Staff/Faculty,,,,,,Program Director,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000962554,270042610,05/01/2018 01:45:26 PM,05/01/2018 01:47:27 PM,,,,,,Yes,25 to 34,Female,Yes,"If NO, please specify your first spoken language.",Mandarin,,Full-time Tenure-track Faculty,,,Teaching Faculty,Researcher,,,,,,,,No,,,,,,,,,,Langley,,,,,,,,"Economics, Business and Management",,,,,,,,,,,,,,,,,,,,,,,,,,,Full-time face-to-face teaching,,,,Full-time blended (face-to-face and distance/online) teaching,,,4 to 6 years,,,Presented your work at research events (e.g conferences),Presented your work at staff development events,,,,,,Published research or teaching presentations publicly online,,Published a paper in an academic journal,,Very important,Very important,Very important,Of little importance,Of average importance,Of little importance,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110000962520,270042610,05/01/2018 01:39:22 PM,05/01/2018 01:49:36 PM,,,,,,Yes,45 to 54,Female,No,Yes,,"Full-time, Tenured Faculty",,,,Teaching Faculty,Researcher,,,Department Chair,,,,,No,,,,,,,,,,Langley,,,,,,,,,,,,,,,,,,,,Literature,,,,,,,,,,,,,,,Full-time face-to-face teaching,,,Part-time distance/online teaching,,,,16 to 20 years,Used Twitter or other social networking to share information about your teaching or research,Maintained a professional blog or wiki,Presented your work at research events (e.g conferences),,,,,Shared resources in response to requests via mailing lists or email,,Published research or teaching presentations publicly online,,Published a paper in an academic journal,,Very important,Of average importance,Of little importance,Very important,Of average importance,Of little importance,Of average importance,Very easy to read (not overly small print); reliable and up-to-date,dull (pedantic writing style); very small print (so hard to read); too much information (unnecessarily long); far too expensive,$75-$100,$75-$100,$75-$100,$75-$100,$75-$100,No,,No,No,,,,,,No awareness of Open Textbooks,,I have not used or created open educational resources.,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,,I have not used OER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,
